ProtocolID,Section,Question,ScoringOptions,Notes
EMD-1426,D. Pre-Arrival / Post Dispatch Instructions,"Okay, now give her/him 1 puff every 3 seconds.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1427,D. Pre-Arrival / Post Dispatch Instructions,"If anything changes, tell me immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1428,D. Pre-Arrival / Post Dispatch Instructions,I'll stay on the line until help arrives.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1429,D. Pre-Arrival / Post Dispatch Instructions,Tell me when the paramedics (EMTs) are right with her/him.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1430,D. Pre-Arrival / Post Dispatch Instructions,"""It's okay, we can do this together.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1431,D. Pre-Arrival / Post Dispatch Instructions,"""You're doing great.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1432,D. Pre-Arrival / Post Dispatch Instructions,"""I am here with your.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1433,D. Pre-Arrival / Post Dispatch Instructions,"""That's very good.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1434,D. Pre-Arrival / Post Dispatch Instructions,"If there is a difibrillator (AED) available, send someone to get it now, and tell me when you have it.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1435,D. Pre-Arrival / Post Dispatch Instructions,Are you right by her/him now?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1436,D. Pre-Arrival / Post Dispatch Instructions,(No) Get the phone as close to her/him as possible.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1437,D. Pre-Arrival / Post Dispatch Instructions,Don't hang up. Do it now and tell me when it's done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1438,D. Pre-Arrival / Post Dispatch Instructions,"(If I'm not here, stay on the line.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1439,D. Pre-Arrival / Post Dispatch Instructions,Listen carefully.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1440,D. Pre-Arrival / Post Dispatch Instructions,Lay her/him on her/his back on the floor/ground and remove any pillows.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1441,D. Pre-Arrival / Post Dispatch Instructions,Kneel next to her/him and look in the tube/hole for food or vomit.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1442,D. Pre-Arrival / Post Dispatch Instructions,Is there anything in the tube/hole?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1443,D. Pre-Arrival / Post Dispatch Instructions,Now put your ear next to the tube/hole.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1444,D. Pre-Arrival / Post Dispatch Instructions,Can you fell or hear any breathing?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1445,D. Pre-Arrival / Post Dispatch Instructions,I'm going to tell you how to breathe for her/him.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1446,D. Pre-Arrival / Post Dispatch Instructions,Refused M-T-S - 5,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1447,D. Pre-Arrival / Post Dispatch Instructions,Hold her/his mouth closed and pinch her/his nose tightly.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1448,D. Pre-Arrival / Post Dispatch Instructions,"Completely cover the tube/hole with your mouth, then blow 2 regular breaths into the lungs, about 1 second each, just enough to make the chest rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1449,D. Pre-Arrival / Post Dispatch Instructions,Did you feel thei air going in and out?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1450,D. Pre-Arrival / Post Dispatch Instructions,Listen carefully and I'll tell you how to do chest compressions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1451,D. Pre-Arrival / Post Dispatch Instructions,(Make sure s/he is flat on her/his back on the floor/ground.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1452,D. Pre-Arrival / Post Dispatch Instructions,"Place the heel of your hand on the breastbone (in the center of the chest), right between the nipples.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1453,D. Pre-Arrival / Post Dispatch Instructions,Push down about 2 inches (5 cm) with only the heel of one hand touching the chest.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1454,D. Pre-Arrival / Post Dispatch Instructions,"Pump the chest hard and fast 30 times, at least twice per second.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1455,D. Pre-Arrival / Post Dispatch Instructions,Let the chest come all the way up between pumps.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1456,D. Pre-Arrival / Post Dispatch Instructions,Tell me when you're done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1457,D. Pre-Arrival / Post Dispatch Instructions,(Previous airway blockage) Check in the tube/hole for an object and remove anything you find.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1458,D. Pre-Arrival / Post Dispatch Instructions,Do you understand me so far?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1459,D. Pre-Arrival / Post Dispatch Instructions,Hold her/his mouth closed and pinch her/his nose tightly.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1460,D. Pre-Arrival / Post Dispatch Instructions,Completely cover the tube/hole with your mouth again.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1461,D. Pre-Arrival / Post Dispatch Instructions,"Give 2 more regualar breaths, then pump the chest 30 more times.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1462,D. Pre-Arrival / Post Dispatch Instructions,"Make sure the heel of your hand is on the breastbone (in the center of the chest), right between the nipples.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1463,D. Pre-Arrival / Post Dispatch Instructions,Do you understand?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1464,D. Pre-Arrival / Post Dispatch Instructions,"From now on, give her/him 2 breaths then 30 pumps, 2 breaths then 30 pumps.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1465,D. Pre-Arrival / Post Dispatch Instructions,Keep doing it until help can take over.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1466,D. Pre-Arrival / Post Dispatch Instructions,(Tell me when they're right with her/him.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1467,D. Pre-Arrival / Post Dispatch Instructions,"If anything changes, tell me immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1468,D. Pre-Arrival / Post Dispatch Instructions,Push down about 2 inches (5 cm) with only the heel of one hand touching the chest.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1469,D. Pre-Arrival / Post Dispatch Instructions,"Pump the chest hard and fast, at least twice per second, until help can take over.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1470,D. Pre-Arrival / Post Dispatch Instructions,Let the chest come all the way up between pumps.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1471,D. Pre-Arrival / Post Dispatch Instructions,(Choking) Check the tube/hole for an object every few minutes. Remove anything you find.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1472,D. Pre-Arrival / Post Dispatch Instructions,Do you understand?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1473,D. Pre-Arrival / Post Dispatch Instructions,Don’t give up. This will keep her/him going until the paramedics (EMTs) arrive.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1474,D. Pre-Arrival / Post Dispatch Instructions,"(M-T-S) Keep repeating this cycle of 2 breaths then 30 pumps, 2 breaths then 30 pumps.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1475,D. Pre-Arrival / Post Dispatch Instructions,(Refused M-T-S) Just keep doing the compressions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1476,D. Pre-Arrival / Post Dispatch Instructions,Keep doing it until help can take over.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1477,D. Pre-Arrival / Post Dispatch Instructions,"Tell me when they're rith with her/him, or if anything changes.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1478,D. Pre-Arrival / Post Dispatch Instructions,Make sure you're holding her/his mouth closed and pinch her/his nose tightly.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1479,D. Pre-Arrival / Post Dispatch Instructions,"Completely cover the tube/hole with your mouth, then blow 2 regular breaths into the lungs, about 1 second each, just enough to make the chest rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1480,D. Pre-Arrival / Post Dispatch Instructions,Do you fell the air going in and out?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1481,D. Pre-Arrival / Post Dispatch Instructions,(Look at her/him very closely. Tell me exactly what you see and her her/him doing.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1482,D. Pre-Arrival / Post Dispatch Instructions,"Determine now if the patient is breathing effectively. If any questions exists, go to Determing AGONAL BREATHING.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1483,D. Pre-Arrival / Post Dispatch Instructions,Wipe the tube/hole clean with a cloth or towel.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1484,D. Pre-Arrival / Post Dispatch Instructions,(It's okay to have a little fluid remaining.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1485,D. Pre-Arrival / Post Dispatch Instructions,(You must blow through the remaining fluid.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1486,D. Pre-Arrival / Post Dispatch Instructions,You need to pull out the tube and tell me when it's done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1487,D. Pre-Arrival / Post Dispatch Instructions,Stay right with her/him and check her/his breathing often.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1488,D. Pre-Arrival / Post Dispatch Instructions,"If s/he vomits, turn her/him on her/his side and clean out the tube/hole.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1489,D. Pre-Arrival / Post Dispatch Instructions,I'll stay on the line until help arrives.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1490,D. Pre-Arrival / Post Dispatch Instructions,"Tell me when the paramedics (EMTs) are right with her/him, or if anything changes.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1491,D. Pre-Arrival / Post Dispatch Instructions,"(Read verbatim) Okay, I want you to say ""now"" every single time s/he takes a breath in, starting immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1492,D. Pre-Arrival / Post Dispatch Instructions,> 8 sec. interval = AGONAL,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1493,D. Pre-Arrival / Post Dispatch Instructions,A time between breaths of 8 seconds or more is considered INEFFECTIVE BREATHING. Check a maximum of four breaths (three iintervals tested).,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1494,D. Pre-Arrival / Post Dispatch Instructions,Hold her/his mouth closed and pinch her/his nose tightly.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1495,D. Pre-Arrival / Post Dispatch Instructions,"Completely cover the tube/hole with your mouth, then blow 2 regular breaths into the lungs, about 1 second each, just enough to make the chest rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1496,D. Pre-Arrival / Post Dispatch Instructions,"Okay, now give her/him 1 breath every 3 seconds.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1497,D. Pre-Arrival / Post Dispatch Instructions,"If anything changes, tell me immediately.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1498,D. Pre-Arrival / Post Dispatch Instructions,I'll stay on the line until help arrives.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1499,D. Pre-Arrival / Post Dispatch Instructions,Tell me when the paramedics (EMTs) are right with her/him.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1500,D. Pre-Arrival / Post Dispatch Instructions,"""It's okay, we can do this together.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1501,D. Pre-Arrival / Post Dispatch Instructions,"""You're doing great.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1502,D. Pre-Arrival / Post Dispatch Instructions,"""I am here with you.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1503,D. Pre-Arrival / Post Dispatch Instructions,"""That's very good.""","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1504,D. Pre-Arrival / Post Dispatch Instructions,"If there is a difibrillator (AED) available, send someone to get it now, and tell me when you have it.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1505,D. Pre-Arrival / Post Dispatch Instructions,Are you right by her/him now?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1506,D. Pre-Arrival / Post Dispatch Instructions,(No) Get the phone as close to her/him as possible.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1507,D. Pre-Arrival / Post Dispatch Instructions,Don't hang up. Do it now and tell me when it's done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1508,D. Pre-Arrival / Post Dispatch Instructions,"(If I'm not here, stay on the line.)","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1509,D. Pre-Arrival / Post Dispatch Instructions,Listen carefully.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1510,D. Pre-Arrival / Post Dispatch Instructions,(Not breathing) Lay her/him on her/his back on the floor/ground and remove any pillows.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1511,D. Pre-Arrival / Post Dispatch Instructions,(Breathing) Lay her/him flat on her/his back and remove any pillows.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1512,D. Pre-Arrival / Post Dispatch Instructions,(3rd TRIMESTER) Lay her on her left side (on the floor/ground if not breathing) and wedge a pillow behind her lower back.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1513,D. Pre-Arrival / Post Dispatch Instructions,Now put your ear next to the tube/hole.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1514,D. Pre-Arrival / Post Dispatch Instructions,Can you fell or hear any breathing?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1515,D. Pre-Arrival / Post Dispatch Instructions,Select the most appropriate pathway below:,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1516,D. Pre-Arrival / Post Dispatch Instructions,Ventilations (V) 1st - 5,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1517,D. Pre-Arrival / Post Dispatch Instructions,(if any of these conditions apply),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1518,D. Pre-Arrival / Post Dispatch Instructions,Allergic Reaction,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1519,D. Pre-Arrival / Post Dispatch Instructions,Asthma/COPD,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1520,D. Pre-Arrival / Post Dispatch Instructions,Drowning,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1521,D. Pre-Arrival / Post Dispatch Instructions,Hanging,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1522,D. Pre-Arrival / Post Dispatch Instructions,Lighting Strike,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1523,D. Pre-Arrival / Post Dispatch Instructions,Compressions Only,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1524,D. Pre-Arrival / Post Dispatch Instructions,Any other problems (if none of the above apply),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1525,D. Pre-Arrival / Post Dispatch Instructions,Unconscious Choking (UC) - 6,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1526,D. Pre-Arrival / Post Dispatch Instructions,I'm going to tell you how to breate for her/him,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1527,D. Pre-Arrival / Post Dispatch Instructions,"Hold her/his mouth closed and pinch her/his nose tightly. Completely cover the tube/hole with your mouth, then blow 2 regular breaths into the lungs, about 1 second each. The chest should rise with each breath.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1528,D. Pre-Arrival / Post Dispatch Instructions,Did you feel the air going in and out?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1529,D. Pre-Arrival / Post Dispatch Instructions,Listen carefully and I'll tell you how to do chest compressions.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1530,D. Pre-Arrival / Post Dispatch Instructions,(Not 3rd TRIMESTER) (Make sure s/he is flat on her/his back on the floor/ground.),"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1531,D. Pre-Arrival / Post Dispatch Instructions,"Place the heel of your hand on the breastbone (in the center of the chest), right between the nipples.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1532,D. Pre-Arrival / Post Dispatch Instructions,Put your other hand on top of that hand.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1533,D. Pre-Arrival / Post Dispatch Instructions,"Pump the chest hard and fast 30 times, at least twice per second and 2 inches (5 cm) deep.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1534,D. Pre-Arrival / Post Dispatch Instructions,Let the chest come all the way up between pumps.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1535,D. Pre-Arrival / Post Dispatch Instructions,Tell me when you're done.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1536,D. Pre-Arrival / Post Dispatch Instructions,(Previous airway blockage) Check in her/his mouth for an object and remove anything you find.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1537,D. Pre-Arrival / Post Dispatch Instructions,Do you understand me so far?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1538,D. Pre-Arrival / Post Dispatch Instructions,Hold her/his mouth closed and pinch her/his nose tightly.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1539,D. Pre-Arrival / Post Dispatch Instructions,"Give 2 more regular breaths, then pump the chest 30 more times.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1540,D. Pre-Arrival / Post Dispatch Instructions,"Make sure the heel of your hand is on the breastbone (in the center of the chest), right between the nipples.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1541,D. Pre-Arrival / Post Dispatch Instructions,Do you understand?,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1542,D. Pre-Arrival / Post Dispatch Instructions,C Only,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1543,D. Pre-Arrival / Post Dispatch Instructions,"If M-T-S instructions have not yet been provided, link to panel 5","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1544,D. Pre-Arrival / Post Dispatch Instructions,"From now on, give her/him:","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1545,D. Pre-Arrival / Post Dispatch Instructions,V 1st,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1546,D. Pre-Arrival / Post Dispatch Instructions,C 1st,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1547,D. Pre-Arrival / Post Dispatch Instructions,"Keep doing it (the compressions) over and over, don’t give up.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1548,D. Pre-Arrival / Post Dispatch Instructions,This will keep her/him going until the paramedics (EMTs) arrive.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1549,D. Pre-Arrival / Post Dispatch Instructions,"Tell me when they're right with her/him, or if anything changes.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1550,D. Pre-Arrival / Post Dispatch Instructions,(Choking or Refused M-T-S) Check in her/his mouth for an object every few minutes. Remove anything you find.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1551,D. Pre-Arrival / Post Dispatch Instructions,"Pump the chest hard and fast, at least twice per second and 2 inches (5 cm) deep.","1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
EMD-1552,D. Pre-Arrival / Post Dispatch Instructions,(Multiple rescuers) Tell me when they start pumping.,"1=Correct,2=Not Asked,3=Incorrect,4=Not Scripted,5=N/A,6=Obvious,RC=Recorded Correctly",
